zip,city,region,district
75228,hue,central,district #22
75229,da nang,central,district #22
75230,phan rang-thap cham,central,district #22
75231,quy nhon,central,district #22
75232,nha trang,central,district #22
75233,hue,central,district #22
75234,dong hoi,central,district #22
75235,da nang,central,district #22
75236,phan thiet,central,district #22
75237,hoi an,central,district #22
75238,da nang,central,district #22
75240,tuy hoa,central,district #22
75241,quy nhon,central,district #22
75242,tuy hoa,central,district #22
75243,da nang,central,district #22
75244,phan thiet,central,district #22
75246,nha trang,central,district #22
75247,phan rang-thap cham,central,district #22
75248,kon tum,central,district #22
75249,quang ngai,central,district #22
75250,quy nhon,central,district #22
75251,nha trang,central,district #22
75252,tuy hoa,central,district #22
75253,da nang,central,district #22
75254,hue,central,district #22
75260,dong hoi,central,district #22
75261,da nang,central,district #22
75262,nha trang,central,district #22
75263,dong hoi,central,district #22
75264,nha trang,central,district #22
75265,kon tum,central,district #22
75266,kon tum,central,district #22
75267,da nang,central,district #22
75270,hoi an,central,district #22
75275,phan thiet,central,district #22
75277,da nang,central,district #22
75283,tam ky,central,district #22
75284,kon tum,central,district #22
75285,dong hoi,central,district #22
75287,nha trang,central,district #22
75301,da nang,central,district #22
75303,quy nhon,central,district #22
75312,quang ngai,central,district #22
75313,da nang,central,district #22
75315,quang ngai,central,district #22
75320,quy nhon,central,district #22
75326,nha trang,central,district #22
75336,kon tum,central,district #22
75339,phan thiet,central,district #22
75342,tuy hoa,central,district #22
75354,dong hoi,central,district #22
75355,tam ky,central,district #22
75356,da nang,central,district #22
75357,nha trang,central,district #22
75358,da nang,central,district #22
75359,quy nhon,central,district #22
75360,tam ky,central,district #22
75367,dong hoi,central,district #22
75368,quy nhon,central,district #22
75370,nha trang,central,district #22
75371,tuy hoa,central,district #22
75372,hue,central,district #22
75373,hue,central,district #22
75374,tuy hoa,central,district #22
75376,dong hoi,central,district #22
75378,phan thiet,central,district #22
75379,tuy hoa,central,district #22
75380,phan thiet,central,district #22
75381,dong hoi,central,district #22
75382,phan thiet,central,district #22
75389,hoi an,central,district #22
75390,quang ngai,central,district #22
75391,kon tum,central,district #22
75392,phan rang-thap cham,central,district #22
75393,quy nhon,central,district #22
75394,kon tum,central,district #22
75395,nha trang,central,district #22
75397,da nang,central,district #22
75398,phan rang-thap cham,central,district #22
188,quy nhon,central,district #23
75102,da nang,central,district #23
75109,hoi an,central,district #23
75110,da nang,central,district #23
75151,kon tum,central,district #23
75831,phan thiet,central,district #23
75833,kon tum,central,district #23
75835,hoi an,central,district #23
75838,phan rang-thap cham,central,district #23
75840,quang ngai,central,district #23
75845,nha trang,central,district #23
75846,tuy hoa,central,district #23
75848,kon tum,central,district #23
75849,tam ky,central,district #23
75850,da nang,central,district #23
75851,phan thiet,central,district #23
75852,hoi an,central,district #23
75856,hoi an,central,district #23
75859,dong hoi,central,district #23
75860,phan rang-thap cham,central,district #23
75862,phan rang-thap cham,central,district #23
75865,phan thiet,central,district #23
75934,phan thiet,central,district #23
75939,hue,central,district #23
75941,nha trang,central,district #23
75960,tuy hoa,central,district #23
76436,quy nhon,central,district #23
76452,tuy hoa,central,district #23
76455,tam ky,central,district #23
76457,tam ky,central,district #23
76501,da nang,central,district #23
76502,dong hoi,central,district #23
76503,phan thiet,central,district #23
76504,phan rang-thap cham,central,district #23
76505,quy nhon,central,district #23
76508,tuy hoa,central,district #23
76511,hoi an,central,district #23
76513,dong hoi,central,district #23
76518,quy nhon,central,district #23
76519,kon tum,central,district #23
76520,tuy hoa,central,district #23
76522,da nang,central,district #23
76523,phan thiet,central,district #23
76524,tuy hoa,central,district #23
76525,hoi an,central,district #23
76526,nha trang,central,district #23
76527,hoi an,central,district #23
76528,nha trang,central,district #23
76530,kon tum,central,district #23
76531,phan thiet,central,district #23
76533,quang ngai,central,district #23
76534,quy nhon,central,district #23
76537,quy nhon,central,district #23
76538,kon tum,central,district #23
76539,hoi an,central,district #23
76540,phan rang-thap cham,central,district #23
76541,kon tum,central,district #23
76542,phan thiet,central,district #23
76543,tuy hoa,central,district #23
76544,phan thiet,central,district #23
76545,hoi an,central,district #23
76547,kon tum,central,district #23
76548,hue,central,district #23
76549,da nang,central,district #23
76550,hoi an,central,district #23
76554,dong hoi,central,district #23
76556,hoi an,central,district #23
76557,dong hoi,central,district #23
76558,hue,central,district #23
76559,tuy hoa,central,district #23
76561,hoi an,central,district #23
76564,quang ngai,central,district #23
76565,hue,central,district #23
76566,kon tum,central,district #23
76567,quy nhon,central,district #23
76569,dong hoi,central,district #23
76570,tam ky,central,district #23
76571,dong hoi,central,district #23
76573,tam ky,central,district #23
76574,da nang,central,district #23
76577,phan rang-thap cham,central,district #23
76578,dong hoi,central,district #23
76579,nha trang,central,district #23
76596,hue,central,district #23
76597,phan thiet,central,district #23
76598,nha trang,central,district #23
76599,phan thiet,central,district #23
76621,phan rang-thap cham,central,district #23
76622,kon tum,central,district #23
76624,dong hoi,central,district #23
76626,hoi an,central,district #23
76628,da nang,central,district #23
76629,hoi an,central,district #23
76630,tam ky,central,district #23
76631,dong hoi,central,district #23
76632,phan thiet,central,district #23
76633,hue,central,district #23
76634,dong hoi,central,district #23
76635,hue,central,district #23
76637,tam ky,central,district #23
76638,da nang,central,district #23
76639,quy nhon,central,district #23
76640,dong hoi,central,district #23
76641,tuy hoa,central,district #23
76642,phan rang-thap cham,central,district #23
76643,quang ngai,central,district #23
76644,nha trang,central,district #23
76645,phan thiet,central,district #23
76648,kon tum,central,district #23
76649,kon tum,central,district #23
76650,phan rang-thap cham,central,district #23
76653,phan rang-thap cham,central,district #23
76654,da nang,central,district #23
76655,quang ngai,central,district #23
76656,quy nhon,central,district #23
76657,nha trang,central,district #23
76660,da nang,central,district #23
76661,hoi an,central,district #23
76664,phan thiet,central,district #23
76665,phan thiet,central,district #23
76666,tuy hoa,central,district #23
76667,hue,central,district #23
76671,tuy hoa,central,district #23
76673,hue,central,district #23
76676,tuy hoa,central,district #23
76678,da nang,central,district #23
76679,nha trang,central,district #23
76680,hue,central,district #23
76681,kon tum,central,district #23
76682,quang ngai,central,district #23
76684,kon tum,central,district #23
76685,da nang,central,district #23
76686,tuy hoa,central,district #23
76687,tam ky,central,district #23
76689,tam ky,central,district #23
76690,phan thiet,central,district #23
76691,da nang,central,district #23
76692,kon tum,central,district #23
76693,da nang,central,district #23
76701,quy nhon,central,district #23
76702,hue,central,district #23
76703,quang ngai,central,district #23
76704,dong hoi,central,district #23
76705,dong hoi,central,district #23
76706,phan rang-thap cham,central,district #23
76707,phan rang-thap cham,central,district #23
76708,kon tum,central,district #23
76710,tam ky,central,district #23
76711,hoi an,central,district #23
76712,hue,central,district #23
76714,nha trang,central,district #23
76715,dong hoi,central,district #23
76716,da nang,central,district #23
76797,kon tum,central,district #23
76798,kon tum,central,district #23
76799,hue,central,district #23
76820,phan rang-thap cham,central,district #23
76824,dong hoi,central,district #23
76831,tam ky,central,district #23
76832,tuy hoa,central,district #23
76842,quang ngai,central,district #23
76844,nha trang,central,district #23
76849,quang ngai,central,district #23
76853,hue,central,district #23
76854,nha trang,central,district #23
76856,kon tum,central,district #23
76864,hoi an,central,district #23
76869,dong hoi,central,district #23
76870,nha trang,central,district #23
76871,tam ky,central,district #23
76874,hoi an,central,district #23
76877,quang ngai,central,district #23
76880,quang ngai,central,district #23
76883,dong hoi,central,district #23
76885,nha trang,central,district #23
76890,quang ngai,central,district #23
77301,tuy hoa,central,district #23
77302,tuy hoa,central,district #23
77303,quang ngai,central,district #23
77304,nha trang,central,district #23
77305,quang ngai,central,district #23
77306,quang ngai,central,district #23
77315,kon tum,central,district #23
77316,quy nhon,central,district #23
77318,nha trang,central,district #23
77320,tuy hoa,central,district #23
77325,dong hoi,central,district #23
77326,tam ky,central,district #23
77327,da nang,central,district #23
77328,tuy hoa,central,district #23
77331,tuy hoa,central,district #23
77332,kon tum,central,district #23
77333,quang ngai,central,district #23
77334,quang ngai,central,district #23
77335,hoi an,central,district #23
77336,tam ky,central,district #23
77337,da nang,central,district #23
77338,quang ngai,central,district #23
77339,tuy hoa,central,district #23
77340,phan rang-thap cham,central,district #23
77341,dong hoi,central,district #23
77342,phan rang-thap cham,central,district #23
77343,dong hoi,central,district #23
77344,phan rang-thap cham,central,district #23
77345,tam ky,central,district #23
77346,dong hoi,central,district #23
77347,dong hoi,central,district #23
77348,quang ngai,central,district #23
